ID,Type,SKU,,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Sale price,Regular price,Categories,Tags,Images,
,simple,0860,,صينية مدورة بيد حفر ص,1,0,visible,صينية مدورة بيد حفر ص,صينية مدورة بيد حفر ص,taxable,1,0,0,,,,,1,,80,اخشاب ديكوباج - Decoupage Woods,#Decoupage_Woods,https://our-arts.com/wp-content/uploads/products/artcastle/decoupage-woods/0858-0859-0860.jpg,
,simple,0865,,صينية قهوة يد اشكال,1,0,visible,صينية قهوة يد اشكال,صينية قهوة يد اشكال,taxable,1,0,0,,,,,1,,105,اخشاب ديكوباج - Decoupage Woods,#Decoupage_Woods,https://our-arts.com/wp-content/uploads/products/artcastle/decoupage-woods/0865.jpg,
,simple,0866,,صينية فطار مستطيلة,1,0,visible,صينية فطار مستطيلة,صينية فطار مستطيلة,taxable,1,0,0,,,,,1,,50,اخشاب ديكوباج - Decoupage Woods,#Decoupage_Woods,https://our-arts.com/wp-content/uploads/products/artcastle/decoupage-woods/0866.jpg,
,simple,0867,,صينية فطار مستطيلة بيد,1,0,visible,صينية فطار مستطيلة بيد,صينية فطار مستطيلة بيد,taxable,1,0,0,,,,,1,,65,اخشاب ديكوباج - Decoupage Woods,#Decoupage_Woods,https://our-arts.com/wp-content/uploads/products/artcastle/decoupage-woods/0867.jpg,
,simple,0868,,صينية اشكال,1,0,visible,صينية اشكال,صينية اشكال,taxable,1,0,0,,,,,1,,45,اخشاب ديكوباج - Decoupage Woods,#Decoupage_Woods,https://our-arts.com/wp-content/uploads/products/artcastle/decoupage-woods/0868.jpg,
,simple,0869,,بلانشة قلب كبيرة,1,0,visible,بلانشة قلب كبيرة,بلانشة قلب كبيرة,taxable,1,0,0,,,,,1,,45,اخشاب ديكوباج - Decoupage Woods,#Decoupage_Woods,https://our-arts.com/wp-content/uploads/products/artcastle/decoupage-woods/0869-0870.jpg,
,simple,0870,,بلانشة قلب صغيرة,1,0,visible,بلانشة قلب صغيرة,بلانشة قلب صغيرة,taxable,1,0,0,,,,,1,,35,اخشاب ديكوباج - Decoupage Woods,#Decoupage_Woods,https://our-arts.com/wp-content/uploads/products/artcastle/decoupage-woods/0869-0870.jpg,
,simple,0871,,بلانشة بومبيه,1,0,visible,بلانشة بومبيه,بلانشة بومبيه,taxable,1,0,0,,,,,1,,50,اخشاب ديكوباج - Decoupage Woods,#Decoupage_Woods,https://our-arts.com/wp-content/uploads/products/artcastle/decoupage-woods/0871.jpg,
,simple,0872,,صينية كف 5 كوباية,1,0,visible,صينية كف 5 كوباية,صينية كف 5 كوباية,taxable,1,0,0,,,,,1,,60,اخشاب ديكوباج - Decoupage Woods,#Decoupage_Woods,https://our-arts.com/wp-content/uploads/products/artcastle/decoupage-woods/0872.jpg,
,simple,0747,,برطمان غراء بنتا 200جم,1,0,visible,برطمان غراء بنتا 200جم,برطمان غراء بنتا 200جم,taxable,1,0,0,,,,,1,,15,ادوات - tools,#tools,https://our-arts.com/wp-content/uploads/products/artcastle/tools/0747.jpg,
,simple,0801,,ورنيش مائي 200 جرام glc,1,0,visible,ورنيش مائي 200 جرام glc,ورنيش مائي 200 جرام glc,taxable,1,0,0,,,,,1,,20,ادوات - tools,#tools,https://our-arts.com/wp-content/uploads/products/artcastle/tools/0801-0841.jpg,
,simple,0841,,ورنيش مائي100 جرام glc,1,0,visible,ورنيش مائي100 جرام glc,ورنيش مائي100 جرام glc,taxable,1,0,0,,,,,1,,10,ادوات - tools,#tools,https://our-arts.com/wp-content/uploads/products/artcastle/tools/0801-0841.jpg,
,simple,0134,,معجون استنسل صغير ربع كيلو AD,1,0,visible,معجون استنسل صغير ربع كيلو AD,معجون استنسل صغير ربع كيلو AD,taxable,1,0,0,,,,,1,,15,ادوات - tools,#tools,https://our-arts.com/wp-content/uploads/products/artcastle/tools/0134.jpg,
,simple,0135,,معجون استنسل كبير نصف كيلو AD,1,0,visible,معجون استنسل كبير نصف كيلو AD,معجون استنسل كبير نصف كيلو AD,taxable,1,0,0,,,,,1,,25,ادوات - tools,#tools,https://our-arts.com/wp-content/uploads/products/artcastle/tools/0135.jpg,
,simple,0341,,صنفرة 100 - بالمتر,1,0,visible,صنفرة 100 - بالمتر,صنفرة 100 - بالمتر,taxable,1,0,0,,,,,1,,8,صنفرة,#صنفرة,https://our-arts.com/wp-content/uploads/products/artcastle/sanfra/0341.jpg,
,simple,0916,,صنفرة 80 - بالمتر,1,0,visible,صنفرة 80 - بالمتر,صنفرة 80 - بالمتر,taxable,1,0,0,,,,,1,,8,صنفرة,#صنفرة,https://our-arts.com/wp-content/uploads/products/artcastle/sanfra/0916.jpg,
,simple,0917,,صنفرة 120 - بالمتر,1,0,visible,صنفرة 120 - بالمتر,صنفرة 120 - بالمتر,taxable,1,0,0,,,,,1,,8,صنفرة,#صنفرة,https://our-arts.com/wp-content/uploads/products/artcastle/sanfra/0917.jpg,
,simple,0918,,صنفرة 320 - بالمتر,1,0,visible,صنفرة 320 - بالمتر,صنفرة 320 - بالمتر,taxable,1,0,0,,,,,1,,8,صنفرة,#صنفرة,https://our-arts.com/wp-content/uploads/products/artcastle/sanfra/0918.jpg,
,simple,0310,,ايبوكسى 350 جم,1,0,visible,ايبوكسى 350 جم,ايبوكسى 350 جم,taxable,1,0,0,,,,,1,,250,ريزن وصبغات - resin & pigments,#resin_pigments,https://our-arts.com/wp-content/uploads/products/artcastle/resin-pigments/0310.jpg,×
,simple,0314,,صبغة ايبوكسي ـ ريزن 12 جم,1,0,visible,صبغة ايبوكسي ـ ريزن 12 جم,صبغة ايبوكسي ـ ريزن 12 جم,taxable,1,0,0,,,,,1,,27,ريزن وصبغات - resin & pigments,#resin_pigments,https://our-arts.com/wp-content/uploads/products/artcastle/resin-pigments/0314.jpg,×
,simple,0901,,لون ذهبي إيطالي دوكو,1,0,visible,لون ذهبي إيطالي دوكو,لون ذهبي إيطالي دوكو,taxable,1,0,0,,,,,1,,10,ريزن وصبغات - resin & pigments,#resin_pigments,https://our-arts.com/wp-content/uploads/products/artcastle/resin-pigments/0901.jpg,
,simple,0902,,لون فضي إيطالي دوكو,1,0,visible,لون فضي إيطالي دوكو,لون فضي إيطالي دوكو,taxable,1,0,0,,,,,1,,10,ريزن وصبغات - resin & pigments,#resin_pigments,https://our-arts.com/wp-content/uploads/products/artcastle/resin-pigments/0902.jpg,
,simple,004736,,طقم تشكيل صلصال سن سليكون,1,0,visible,طقم تشكيل صلصال سن سليكون,طقم تشكيل صلصال سن سليكون,taxable,1,0,0,,,,,1,,65,صلصال حراري وعجينة سيراميك - Thermal Clay & Ceramic Paste,ThermalClay_CeramicPaste,https://our-arts.com/wp-content/uploads/products/artcastle/thermalclay-ceramicpaste/004736.jpg,
,simple,004740,,طقم تشكيل صلصال اصفر 7 قطع,1,0,visible,طقم تشكيل صلصال اصفر 7 قطع,طقم تشكيل صلصال اصفر 7 قطع,taxable,1,0,0,,,,,1,,15,صلصال حراري وعجينة سيراميك - Thermal Clay & Ceramic Paste,ThermalClay_CeramicPaste,https://our-arts.com/wp-content/uploads/products/artcastle/thermalclay-ceramicpaste/004740.jpg,
,simple,8854500009696,,طقم ادوات تشكيل صلصال اسود 5ق,1,0,visible,طقم ادوات تشكيل صلصال اسود 5ق,طقم ادوات تشكيل صلصال اسود 5ق,taxable,1,0,0,,,,,1,,25,صلصال حراري وعجينة سيراميك - Thermal Clay & Ceramic Paste,ThermalClay_CeramicPaste,https://our-arts.com/wp-content/uploads/products/artcastle/thermalclay-ceramicpaste/8854500009696.jpg,
,simple,9023800263148,,لزق كوريس لاصق معدن KORES,1,0,visible,لزق كوريس لاصق معدن KORES,لزق كوريس لاصق معدن KORES,taxable,1,0,0,,,,,1,,15,صلصال حراري وعجينة سيراميك - Thermal Clay & Ceramic Paste,ThermalClay_CeramicPaste,https://our-arts.com/wp-content/uploads/products/artcastle/thermalclay-ceramicpaste/9023800263148.jpg,
,simple,0075,,طقم رول اسفنج 3ق,1,0,visible,طقم رول اسفنج 3ق,طقم رول اسفنج 3ق,taxable,1,0,0,,,,,1,,25,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Rolls,https://our-arts.com/wp-content/uploads/products/artcastle/rolls/0075.jpg,
,simple,0077,,طقم مدق اسفنج اصفر 5ق,1,0,visible,طقم مدق اسفنج اصفر 5ق,طقم مدق اسفنج اصفر 5ق,taxable,1,0,0,,,,,1,,35,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Pestles,https://our-arts.com/wp-content/uploads/products/artcastle/pestles/0077.jpg,
,simple,0150,,فرشة ديكوباج م 1,1,0,visible,فرشة ديكوباج م 1,فرشة ديكوباج م 1,taxable,1,0,0,,,,,1,,6,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0150.jpg,
,simple,0151,,فرشة ديكوباج م 2,1,0,visible,فرشة ديكوباج م 2,فرشة ديكوباج م 2,taxable,1,0,0,,,,,1,,7,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0151.jpg,
,simple,0152,,فرشة ديكوباج م 3,1,0,visible,فرشة ديكوباج م 3,فرشة ديكوباج م 3,taxable,1,0,0,,,,,1,,8,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0152.jpg,
,simple,0155,,فرشة ديكوباج م 9,1,0,visible,فرشة ديكوباج م 9,فرشة ديكوباج م 9,taxable,1,0,0,,,,,1,,15,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0155.jpg,
,simple,0156,,فرشة ديكوباج م 10,1,0,visible,فرشة ديكوباج م 10,فرشة ديكوباج م 10,taxable,1,0,0,,,,,1,,18,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0156.jpg,
,simple,0157,,فرشة ديكوباج م 11,1,0,visible,فرشة ديكوباج م 11,فرشة ديكوباج م 11,taxable,1,0,0,,,,,1,,20,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0157.jpg,
,simple,0337,,طقم فرش مدق شعر 3ق,1,0,visible,طقم فرش مدق شعر 3ق,طقم فرش مدق شعر 3ق,taxable,1,0,0,,,,,1,,35,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0337.jpg,
,simple,0508,,طقم فرش زيت يد حمراء 12ق,1,0,visible,طقم فرش زيت يد حمراء 12ق,طقم فرش زيت يد حمراء 12ق,taxable,1,0,0,,,,,1,,20,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0508.jpg,
,simple,0899,,طقم فرش ديكوباج 3ق,1,0,visible,طقم فرش ديكوباج 3ق,طقم فرش ديكوباج 3ق,taxable,1,0,0,,,,,1,,50,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0899.jpg,
,simple,0911,,طقم فرش  يد سوداء ماركة ـgiorgione,1,0,visible,طقم فرش  يد سوداء ماركة ـgiorgione,طقم فرش  يد سوداء ماركة ـgiorgione,taxable,1,0,0,,,,,1,,65,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0911.jpg,
,simple,0914,,طقم فرش 12ق مقاسات صيني,1,0,visible,طقم فرش 12ق مقاسات صيني,طقم فرش 12ق مقاسات صيني,taxable,1,0,0,,,,,1,,65,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/0914.jpg,
,simple,6935600006029,,طقم فرش 5ق ملون شفاف,1,0,visible,طقم فرش 5ق ملون شفاف,طقم فرش 5ق ملون شفاف,taxable,1,0,0,,,,,1,,45,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/6935600006029.jpg,
,simple,6935678958657,,طقم فرش  يد سوداء KEEP SMILING,1,0,visible,طقم فرش  يد سوداء KEEP SMILING,طقم فرش  يد سوداء KEEP SMILING,taxable,1,0,0,,,,,1,,65,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/6935678958657.jpg,
,simple,6954049100310,,طقم فرش ديكوباج 3ق مقاسات علي كارت,1,0,visible,طقم فرش ديكوباج 3ق مقاسات علي كارت,طقم فرش ديكوباج 3ق مقاسات علي كارت,taxable,1,0,0,,,,,1,,75,فرش ومدقات ورولات - Brushes - rolls - Pestles ,#Brushes,https://our-arts.com/wp-content/uploads/products/artcastle/brushes/6954049100310.jpg,
,simple,0244,,قالب ريزن فصوص مستطيل,1,0,visible,قالب ريزن فصوص مستطيل,قالب ريزن فصوص مستطيل,taxable,1,0,0,,,,,1,,50,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0244.jpg,
,simple,0259,,قالب ريزن فصوص سلاسل 1شكل,1,0,visible,قالب ريزن فصوص سلاسل 1شكل,قالب ريزن فصوص سلاسل 1شكل,taxable,1,0,0,,,,,1,,25,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0259.jpg,
,simple,0659,,قالب ريزن مثلث ايفكت,1,0,visible,قالب ريزن مثلث ايفكت,قالب ريزن مثلث ايفكت,taxable,1,0,0,,,,,1,,20,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0659-0660-0661.jpg,
,simple,0660,,قالب ريزن مربع ايفكت,1,0,visible,قالب ريزن مربع ايفكت,قالب ريزن مربع ايفكت,taxable,1,0,0,,,,,1,,20,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0660.jpg,
,simple,0661,,قالب ريزن مدور ايفكت,1,0,visible,قالب ريزن مدور ايفكت,قالب ريزن مدور ايفكت,taxable,1,0,0,,,,,1,,20,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0661.jpg,
,simple,0715,,قالب ريزن دلاية 8*7 أشكال,1,0,visible,قالب ريزن دلاية 8*7 أشكال,قالب ريزن دلاية 8*7 أشكال,taxable,1,0,0,,,,,1,,25,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0715.jpg,
,simple,0719,,قالب ريزن دلاية سلسلة مدورة 2شكل,1,0,visible,قالب ريزن دلاية سلسلة مدورة 2شكل,قالب ريزن دلاية سلسلة مدورة 2شكل,taxable,1,0,0,,,,,1,,70,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0719.jpg,
,simple,0720,,قالب ريزن نص كورة مجمع-2 سداسي,1,0,visible,قالب ريزن نص كورة مجمع-2 سداسي,قالب ريزن نص كورة مجمع-2 سداسي,taxable,1,0,0,,,,,1,,40,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0720.jpg,
,simple,0721,,قالب ريزن أشكال هندسية مجمع,1,0,visible,قالب ريزن أشكال هندسية مجمع,قالب ريزن أشكال هندسية مجمع,taxable,1,0,0,,,,,1,,40,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0721.jpg,
,simple,0722,,قالب ريزن رموز صغير,1,0,visible,قالب ريزن رموز صغير,قالب ريزن رموز صغير,taxable,1,0,0,,,,,1,,35,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0722.jpg,
,simple,0724,,قالب ريزن أشكال 9*7,1,0,visible,قالب ريزن أشكال 9*7,قالب ريزن أشكال 9*7,taxable,1,0,0,,,,,1,,75,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0724.jpg,
,simple,0774,,قالب ريزن مربع 5سم,1,0,visible,قالب ريزن مربع 5سم,قالب ريزن مربع 5سم,taxable,1,0,0,,,,,1,,35,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0774.jpg,
,simple,0775,,قالب ريزن كوستر مدور 6 سم,1,0,visible,قالب ريزن كوستر مدور 6 سم,قالب ريزن كوستر مدور 6 سم,taxable,1,0,0,,,,,1,,35,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0775.jpg,
,simple,0776,,قالب ريزن كوستر برتقالة,1,0,visible,قالب ريزن كوستر برتقالة,قالب ريزن كوستر برتقالة,taxable,1,0,0,,,,,1,,35,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0776.jpg,
,simple,0781,,قالب ريزن كريستالات مجمع مدور,1,0,visible,قالب ريزن كريستالات مجمع مدور,قالب ريزن كريستالات مجمع مدور,taxable,1,0,0,,,,,1,,65,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0781.jpg,
,simple,0784,,قالب ريزن دلايات سلاسل قطع كبيرة,1,0,visible,قالب ريزن دلايات سلاسل قطع كبيرة,قالب ريزن دلايات سلاسل قطع كبيرة,taxable,1,0,0,,,,,1,,40,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0784.jpg,
,simple,0785,,قالب ريزن غويشة عريض,1,0,visible,قالب ريزن غويشة عريض,قالب ريزن غويشة عريض,taxable,1,0,0,,,,,1,,50,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0785.jpg,
,simple,0965,,قالب ريزن قلب كابل,1,0,visible,قالب ريزن قلب كابل,قالب ريزن قلب كابل,taxable,1,0,0,,,,,1,,50,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0965.jpg,
,simple,0968,,قالب ريزن كوب مموج,1,0,visible,قالب ريزن كوب مموج,قالب ريزن كوب مموج,taxable,1,0,0,,,,,1,,75,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0968.jpg,
,simple,0973,,طقم قالب ريزن قمع 5 ق,1,0,visible,طقم قالب ريزن قمع 5 ق,طقم قالب ريزن قمع 5 ق,taxable,1,0,0,,,,,1,,120,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0973.jpg,
,simple,0975,,قالب ريزن كرة 6سم,1,0,visible,قالب ريزن كرة 6سم,قالب ريزن كرة 6سم,taxable,1,0,0,,,,,1,,40,قوالب ريزن - resin molds,#Resin_Molds,https://our-arts.com/wp-content/uploads/products/artcastle/resin-molds/0975.jpg,
,simple,0086,,جوخ ملون متر- بالمتر,1,0,visible,جوخ ملون متر- بالمتر,جوخ ملون متر- بالمتر,taxable,1,0,0,,,,,1,,15,كرافت - Crafts,#Crafts,https://our-arts.com/wp-content/uploads/products/artcastle/crafts/0086.jpg,
,simple,0095,,قماش دك - بالمتر,1,0,visible,قماش دك - بالمتر,قماش دك - بالمتر,taxable,1,0,0,,,,,1,,30,كرافت - Crafts,#Crafts,https://our-arts.com/wp-content/uploads/products/artcastle/crafts/0095.jpg,
,simple,0195,,ستيكس سادة كبير,1,0,visible,ستيكس سادة كبير,ستيكس سادة كبير,taxable,1,0,0,,,,,1,,18,كرافت - Crafts,#Crafts,https://our-arts.com/wp-content/uploads/products/artcastle/crafts/0195.jpg,
,simple,0196,,ستيكس سادة صغير,1,0,visible,ستيكس سادة صغير,ستيكس سادة صغير,taxable,1,0,0,,,,,1,,15,كرافت - Crafts,#Crafts,https://our-arts.com/wp-content/uploads/products/artcastle/crafts/0195-0196-0197-0198.jpg,
,simple,0197,,ستيكس ملون صغير,1,0,visible,ستيكس ملون صغير,ستيكس ملون صغير,taxable,1,0,0,,,,,1,,15,كرافت - Crafts,#Crafts,https://our-arts.com/wp-content/uploads/products/artcastle/crafts/0195-0196-0197-0198.jpg,
,simple,0198,,ستيكس ملون كبير,1,0,visible,ستيكس ملون كبير,ستيكس ملون كبير,taxable,1,0,0,,,,,1,,18,كرافت - Crafts,#Crafts,https://our-arts.com/wp-content/uploads/products/artcastle/crafts/0198.jpg,
,simple,0204,,فرخ فوم عادى 50*70,1,0,visible,فرخ فوم عادى 50*70,فرخ فوم عادى 50*70,taxable,1,0,0,,,,,1,,7,كرافت - Crafts,#Crafts,https://our-arts.com/wp-content/uploads/products/artcastle/crafts/0204.jpg,
,simple,0205,,باكيت فوم مرن 10 لون 20*30,1,0,visible,باكيت فوم مرن 10 لون 20*30,باكيت فوم مرن 10 لون 20*30,taxable,1,0,0,,,,,1,,15,كرافت - Crafts,#Crafts,https://our-arts.com/wp-content/uploads/products/artcastle/crafts/0205.jpg,
,simple,0599,,واشي تاب فئة 3,1,0,visible,واشي تاب فئة 3,واشي تاب فئة 3,taxable,1,0,0,,,,,1,,3,كرافت - Crafts,#Crafts,https://our-arts.com/wp-content/uploads/products/artcastle/crafts/0599.jpg,
,simple,0906,,ابرة كويلينج بلاستيك سن مزدوج,1,0,visible,ابرة كويلينج بلاستيك سن مزدوج,ابرة كويلينج بلاستيك سن مزدوج,taxable,1,0,0,,,,,1,,30,كويلينج - Quilling ,#Quilling,https://our-arts.com/wp-content/uploads/products/artcastle/quilling/0906.jpg,
,simple,0041,,اطباق بورسلين,1,0,visible,اطباق بورسلين,اطباق بورسلين,taxable,1,0,0,,,,,1,,35,متنوع - varible products ,#Varibles,https://our-arts.com/wp-content/uploads/products/artcastle/varibles/0041.jpg,
,simple,0043,,كنكة مقاس 1,1,0,visible,كنكة مقاس 1,كنكة مقاس 1,taxable,1,0,0,,,,,1,,35,متنوع - varible products ,#Varibles,https://our-arts.com/wp-content/uploads/products/artcastle/varibles/0043.jpg,
,simple,0312,,مسيون لزق ورق الذهب,1,0,visible,مسيون لزق ورق الذهب,مسيون لزق ورق الذهب,taxable,1,0,0,,,,,1,,35,متنوع - varible products ,#Varibles,https://our-arts.com/wp-content/uploads/products/artcastle/varibles/0312.jpg,
,simple,0588,,ميزان حساس,1,0,visible,ميزان حساس,ميزان حساس,taxable,1,0,0,,,,,1,,110,متنوع - varible products ,#Varibles,https://our-arts.com/wp-content/uploads/products/artcastle/varibles/0588.jpg,
,simple,1918500042101,,طقم سلاح كتر دائرى,1,0,visible,طقم سلاح كتر دائرى,طقم سلاح كتر دائرى,taxable,1,0,0,,,,,1,,95,متنوع - varible products ,#Varibles,https://our-arts.com/wp-content/uploads/products/artcastle/varibles/1918500042101.jpg,
,simple,4714218150667,,كتر قماش دوار,1,0,visible,كتر قماش دوار,كتر قماش دوار,taxable,1,0,0,,,,,1,,125,متنوع - varible products ,#Varibles,https://our-arts.com/wp-content/uploads/products/artcastle/varibles/4714218150667.jpg,
,simple,6922297053924,,كتر قلم صيني و 2غيار,1,0,visible,كتر قلم صيني و 2غيار,كتر قلم صيني و 2غيار,taxable,1,0,0,,,,,1,,45,متنوع - varible products ,#Varibles,https://our-arts.com/wp-content/uploads/products/artcastle/varibles/6922297053924.jpg,
,simple,0207,,مجموعة ورق فبريانو ملون A4 20*30,1,0,visible,مجموعة ورق فبريانو ملون A4 20*30,مجموعة ورق فبريانو ملون A4 20*30,taxable,1,0,0,,,,,1,,15,ورق - Papers,#Papers,https://our-arts.com/wp-content/uploads/products/artcastle/papers/0207.jpg,
,simple,0214,,فرخ ورق ملون 1*70 م,1,0,visible,فرخ ورق ملون 1*70 م,فرخ ورق ملون 1*70 م,taxable,1,0,0,,,,,1,,8,ورق - Papers,#Papers,https://our-arts.com/wp-content/uploads/products/artcastle/papers/0214.jpg,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
